date,state,npa_plz,longitude,latitude,total_healthy,total_sick_guess_no_corona,total_sick_guess_corona,total_sick_corona_confirmed,total_recovered_confirmed,total_recovered_not_confirmed
2020-04-07,Stockholm,11244,59.3326,18.0649,2,1,0,0,0,0
2020-04-07,Stockholm,11245,59.3326,18.0649,4,0,0,0,0,0
2020-04-07,Stockholm,11247,59.3326,18.0649,1,0,1,0,0,0
2020-04-07,Stockholm,11248,59.3326,18.0649,11,0,0,0,2,0
2020-04-07,Stockholm,11250,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11251,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11252,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11253,59.3326,18.0649,5,0,0,0,0,0
2020-04-07,Stockholm,11255,59.3326,18.0649,1,0,1,0,0,0
2020-04-07,Stockholm,11257,59.3326,18.0649,1,0,1,0,0,0
2020-04-07,Stockholm,11259,59.3326,18.0649,0,0,0,0,1,0
2020-04-07,Stockholm,11262,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11263,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11264,59.3326,18.0649,2,0,0,0,1,0
2020-04-07,Stockholm,11265,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11266,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11267,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11269,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11320,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11321,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11322,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11323,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11325,59.3326,18.0649,0,0,0,0,2,0
2020-04-07,Stockholm,11326,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11327,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11328,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11329,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11330,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11332,59.3326,18.0649,0,0,0,0,2,0
2020-04-07,Stockholm,11336,59.3326,18.0649,1,0,0,0,2,0
2020-04-07,Stockholm,11337,59.3326,18.0649,3,0,0,0,1,0
2020-04-07,Stockholm,11338,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11339,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11340,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11341,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11343,59.3326,18.0649,2,0,1,0,1,0
2020-04-07,Stockholm,11344,59.3326,18.0649,2,0,1,0,1,0
2020-04-07,Stockholm,11345,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11346,59.3326,18.0649,2,1,0,0,0,0
2020-04-07,Stockholm,11347,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11348,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11349,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11350,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11351,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11353,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11354,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11355,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11356,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11357,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11358,59.3326,18.0649,2,0,0,0,1,0
2020-04-07,Stockholm,11359,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11360,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11362,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11364,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11420,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11421,59.3326,18.0649,4,0,0,0,0,0
2020-04-07,Stockholm,11422,59.3326,18.0649,2,0,0,0,1,0
2020-04-07,Stockholm,11423,59.3326,18.0649,10,0,0,0,1,0
2020-04-07,Stockholm,11425,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11427,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11428,59.3326,18.0649,10,0,0,0,3,0
2020-04-07,Stockholm,11430,59.3326,18.0649,0,0,0,0,1,0
2020-04-07,Stockholm,11432,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11437,59.3326,18.0649,4,0,0,0,0,0
2020-04-07,Stockholm,11438,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11439,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11441,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11444,59.3326,18.0649,2,0,1,0,0,0
2020-04-07,Stockholm,11445,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11447,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11448,59.3326,18.0649,0,0,0,0,1,0
2020-04-07,Stockholm,11449,59.3326,18.0649,0,1,0,0,0,0
2020-04-07,Stockholm,11450,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11453,59.3326,18.0649,0,0,1,0,0,0
2020-04-07,Stockholm,11455,59.3326,18.0649,0,1,0,0,0,0
2020-04-07,Stockholm,11457,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11459,59.3326,18.0649,0,0,0,0,1,0
2020-04-07,Stockholm,11460,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11524,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11526,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11528,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11530,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11531,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11532,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11534,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11535,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11536,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11537,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11538,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11539,59.3326,18.0649,3,0,0,0,2,0
2020-04-07,Stockholm,11542,59.3326,18.0649,4,0,0,0,0,0
2020-04-07,Stockholm,11543,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11553,59.3326,18.0649,1,0,1,0,0,0
2020-04-07,Stockholm,11557,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11559,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11620,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11621,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11622,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11623,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11629,59.3326,18.0649,2,0,0,0,1,0
2020-04-07,Stockholm,11630,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11631,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11632,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11633,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11634,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11635,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11636,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11638,59.3326,18.0649,0,0,1,0,0,0
2020-04-07,Stockholm,11640,59.3326,18.0649,5,0,0,0,0,0
2020-04-07,Stockholm,11641,59.3326,18.0649,1,1,0,0,0,0
2020-04-07,Stockholm,11643,59.3326,18.0649,2,0,2,0,0,0
2020-04-07,Stockholm,11644,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11646,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11647,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11661,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11662,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11664,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11665,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11667,59.3326,18.0649,0,0,0,0,2,0
2020-04-07,Stockholm,11726,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11727,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11730,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11731,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11732,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11734,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11735,59.3326,18.0649,1,0,1,0,0,0
2020-04-07,Stockholm,11736,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11737,59.3326,18.0649,2,0,1,0,0,0
2020-04-07,Stockholm,11738,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11739,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11740,59.3326,18.0649,1,0,1,0,0,0
2020-04-07,Stockholm,11741,59.3326,18.0649,2,1,0,0,0,0
2020-04-07,Stockholm,11758,59.3326,18.0649,2,0,1,0,1,0
2020-04-07,Stockholm,11759,59.3326,18.0649,6,0,0,0,0,0
2020-04-07,Stockholm,11760,59.3326,18.0649,3,0,0,0,3,0
2020-04-07,Stockholm,11761,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11762,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11763,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11764,59.3326,18.0649,1,0,1,0,1,0
2020-04-07,Stockholm,11766,59.3326,18.0649,4,0,0,0,0,0
2020-04-07,Stockholm,11768,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11820,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11821,59.3326,18.0649,0,0,0,0,1,0
2020-04-07,Stockholm,11822,59.3326,18.0649,0,0,1,0,0,0
2020-04-07,Stockholm,11823,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11824,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,11825,59.3326,18.0649,0,0,0,0,1,0
2020-04-07,Stockholm,11826,59.3326,18.0649,2,0,0,0,1,0
2020-04-07,Stockholm,11827,59.3326,18.0649,0,0,1,0,0,0
2020-04-07,Stockholm,11828,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11829,59.3326,18.0649,0,1,0,0,0,0
2020-04-07,Stockholm,11846,59.3326,18.0649,3,0,0,0,1,0
2020-04-07,Stockholm,11848,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,11850,59.3326,18.0649,0,0,0,0,1,0
2020-04-07,Stockholm,11851,59.3326,18.0649,1,0,1,0,0,0
2020-04-07,Stockholm,11853,59.3326,18.0649,0,0,1,0,1,0
2020-04-07,Stockholm,11854,59.3326,18.0649,0,0,1,0,0,0
2020-04-07,Stockholm,11855,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11856,59.3326,18.0649,4,0,0,0,0,0
2020-04-07,Stockholm,11857,59.3326,18.0649,1,0,0,0,1,0
2020-04-07,Stockholm,11858,59.3326,18.0649,4,0,0,0,0,0
2020-04-07,Stockholm,11860,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,11862,59.3326,18.0649,6,0,0,0,0,0
2020-04-07,Stockholm,11864,59.3326,18.0649,0,0,3,0,0,0
2020-04-07,Stockholm,11865,59.3326,18.0649,2,0,0,0,1,0
2020-04-07,Stockholm,11867,59.3326,18.0649,2,0,1,0,0,0
2020-04-07,Stockholm,11869,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,12032,59.3326,18.0649,0,2,0,0,0,0
2020-04-07,Stockholm,12038,59.3,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12039,59.3,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12044,59.3,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12047,59.3,18.05,1,1,0,0,0,0
2020-04-07,Stockholm,12048,59.3,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12051,59.3,18.05,3,0,0,0,0,0
2020-04-07,Stockholm,12052,59.3,18.05,2,0,0,0,0,0
2020-04-07,Stockholm,12053,59.3,18.05,4,0,0,0,0,0
2020-04-07,Stockholm,12054,59.3,18.05,3,0,0,0,1,0
2020-04-07,Stockholm,12055,59.3,18.05,2,0,0,0,0,0
2020-04-07,Stockholm,12056,59.3,18.05,2,0,0,0,0,0
2020-04-07,Stockholm,12057,59.3,18.05,2,0,0,0,0,0
2020-04-07,Stockholm,12058,59.3,18.05,5,0,0,0,0,0
2020-04-07,Stockholm,12059,59.3,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12060,59.3,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12061,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,12064,59.3326,18.0649,2,0,0,0,0,0
2020-04-07,Stockholm,12065,59.3326,18.0649,1,0,1,0,0,0
2020-04-07,Stockholm,12066,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,12067,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,12070,59.3326,18.0649,3,0,0,0,0,0
2020-04-07,Stockholm,12088,59.3326,18.0649,1,0,0,0,0,0
2020-04-07,Stockholm,12130,59.3333,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12131,59.3333,18.05,4,0,0,0,0,0
2020-04-07,Stockholm,12132,59.3333,18.05,4,0,0,0,0,0
2020-04-07,Stockholm,12133,59.3333,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12134,59.3333,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12135,59.3333,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12136,59.3333,18.05,2,0,0,0,0,0
2020-04-07,Stockholm,12138,59.3333,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12139,59.3333,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12140,59.3333,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12143,59.3333,18.05,3,0,0,0,2,0
2020-04-07,Stockholm,12144,59.3333,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12145,59.3333,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12146,59.3333,18.05,1,1,0,0,0,0
2020-04-07,Stockholm,12147,59.3333,18.05,1,0,0,0,1,0
2020-04-07,Stockholm,12148,59.3333,18.05,1,0,0,0,1,0
2020-04-07,Stockholm,12149,59.3333,18.05,2,0,0,0,0,0
2020-04-07,Stockholm,12150,59.3333,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12151,59.3333,18.05,1,0,0,0,1,0
2020-04-07,Stockholm,12152,59.3333,18.05,2,0,0,0,0,0
2020-04-07,Stockholm,12153,59.3333,18.05,2,0,0,0,0,0
2020-04-07,Stockholm,12155,59.3333,18.05,1,0,1,0,0,0
2020-04-07,Stockholm,12162,59.3333,18.05,1,0,0,0,0,0
2020-04-07,Stockholm,12239,59.2833,18.0667,1,0,0,0,0,0
2020-04-07,Stockholm,12240,59.2833,18.0667,1,0,0,0,0,0
2020-04-07,Stockholm,12241,59.2833,18.0667,2,1,0,0,2,0
2020-04-07,Stockholm,12242,59.2833,18.0667,2,0,0,0,0,0
2020-04-07,Stockholm,12243,59.2833,18.0667,3,0,0,0,0,0
2020-04-07,Stockholm,12244,59.2833,18.0667,3,0,0,0,1,0
2020-04-07,Stockholm,12245,59.2833,18.0667,2,0,0,0,1,0
2020-04-07,Stockholm,12246,59.2833,18.0667,3,0,0,0,0,0
2020-04-07,Stockholm,12248,59.2833,18.0667,1,0,0,0,0,0
2020-04-07,Stockholm,12260,59.2833,18.0667,1,0,0,0,0,0
2020-04-07,Stockholm,12262,59.2833,18.0667,1,0,0,0,0,0
2020-04-07,Stockholm,12263,59.2833,18.0667,1,0,0,0,0,0
2020-04-07,Stockholm,12264,59.2833,18.0667,0,0,0,0,1,0
2020-04-07,Stockholm,12266,59.2833,18.0667,0,0,1,0,0,0
2020-04-07,Stockholm,12332,59.25,18.0833,1,0,0,0,0,0
2020-04-07,Stockholm,12333,59.25,18.0833,1,0,0,0,0,0
2020-04-07,Stockholm,12341,59.25,18.0833,2,0,0,0,0,0
2020-04-07,Stockholm,12348,59.25,18.0833,3,0,0,0,0,0
2020-04-07,Stockholm,12349,59.25,18.0833,1,0,0,0,0,0
2020-04-07,Stockholm,12352,59.25,18.0833,1,0,0,0,1,0
2020-04-07,Stockholm,12357,59.25,18.0833,1,0,0,0,0,0
2020-04-07,Stockholm,12358,59.25,18.0833,1,0,0,0,0,0
2020-04-07,Stockholm,12363,59.25,18.0833,0,1,0,0,0,0
2020-04-07,Stockholm,12372,59.25,18.0833,1,0,0,0,0,0
2020-04-07,Stockholm,12373,59.25,18.0833,1,0,0,0,0,0
2020-04-07,Stockholm,12430,59.2968,18.0313,1,0,0,0,0,0
2020-04-07,Stockholm,12431,59.2968,18.0313,1,0,0,0,0,0
2020-04-07,Stockholm,12450,59.2968,18.0313,3,0,0,0,0,0
2020-04-07,Stockholm,12453,59.2968,18.0313,1,0,0,0,1,0
2020-04-07,Stockholm,12454,59.2968,18.0313,1,0,0,0,0,0
2020-04-07,Stockholm,12455,59.2968,18.0313,2,0,0,0,0,0
2020-04-07,Stockholm,12456,59.2968,18.0313,1,0,0,0,0,0
2020-04-07,Stockholm,12457,59.2968,18.0313,2,0,0,0,0,0
2020-04-07,Stockholm,12458,59.2968,18.0313,0,0,1,0,0,0
2020-04-07,Stockholm,12466,59.2968,18.0313,1,0,1,0,0,0
2020-04-07,Stockholm,12470,59.2968,18.0313,1,0,0,0,1,0
2020-04-07,Stockholm,12471,59.2968,18.0313,5,0,2,0,0,0
2020-04-07,Stockholm,12472,59.2968,18.0313,1,0,0,0,0,0
2020-04-07,Stockholm,12474,59.2968,18.0313,1,0,0,0,0,0
2020-04-07,Stockholm,12475,59.2968,18.0313,3,0,0,0,0,0
2020-04-07,Stockholm,12476,59.2968,18.0313,2,0,0,0,0,0
2020-04-07,Stockholm,12533,59.2793,18.0111,0,0,1,0,1,0
2020-04-07,Stockholm,12534,59.2793,18.0111,2,0,0,0,0,0
2020-04-07,Stockholm,12535,59.2793,18.0111,1,0,0,0,2,0
2020-04-07,Stockholm,12542,59.2793,18.0111,1,0,0,0,1,0
2020-04-07,Stockholm,12544,59.2793,18.0111,4,1,0,0,0,0
2020-04-07,Stockholm,12545,59.2793,18.0111,3,1,0,0,1,0
2020-04-07,Stockholm,12551,59.2793,18.0111,0,0,0,0,1,0
2020-04-07,Stockholm,12552,59.2793,18.0111,1,0,0,0,0,0
2020-04-07,Stockholm,12554,59.2793,18.0111,1,0,0,0,0,0
2020-04-07,Stockholm,12555,59.2793,18.0111,1,0,0,0,0,0
2020-04-07,Stockholm,12557,59.2793,18.0111,0,1,0,0,0,0
2020-04-07,Stockholm,12571,59.2793,18.0111,3,0,0,0,0,0
2020-04-07,Stockholm,12572,59.2793,18.0111,5,0,0,0,0,0
2020-04-07,Stockholm,12573,59.2793,18.0111,3,0,0,0,0,0
2020-04-07,Stockholm,12574,59.2793,18.0111,2,1,0,0,1,0
2020-04-07,Stockholm,12630,59.3059,17.9872,0,0,1,0,0,0
2020-04-07,Stockholm,12631,59.3059,17.9872,0,0,0,0,1,0
2020-04-07,Stockholm,12632,59.3059,17.9872,2,0,0,0,0,0
2020-04-07,Stockholm,12633,59.3059,17.9872,2,0,0,0,0,0
2020-04-07,Stockholm,12634,59.3059,17.9872,1,0,0,0,0,0
2020-04-07,Stockholm,12637,59.3059,17.9872,1,0,0,0,0,0
2020-04-07,Stockholm,12638,59.3059,17.9872,2,0,1,0,0,0
2020-04-07,Stockholm,12639,59.3059,17.9872,0,0,0,0,1,0
2020-04-07,Stockholm,12642,59.3059,17.9872,2,0,0,0,0,0
2020-04-07,Stockholm,12647,59.3059,17.9872,4,0,0,0,0,0
2020-04-07,Stockholm,12648,59.3059,17.9872,3,0,0,0,0,0
2020-04-07,Stockholm,12649,59.3059,17.9872,1,0,1,0,0,0
2020-04-07,Stockholm,12650,59.3059,17.9872,1,0,0,0,0,0
2020-04-07,Stockholm,12651,59.3059,17.9872,1,0,0,0,0,0
2020-04-07,Stockholm,12652,59.3059,17.9872,0,0,0,0,1,0
2020-04-07,Stockholm,12653,59.3059,17.9872,2,0,0,0,1,0
2020-04-07,Stockholm,12678,59.3059,17.9872,1,0,0,0,0,0
2020-04-07,Stockholm,12679,59.3059,17.9872,2,0,0,0,0,0
2020-04-07,Stockholm,12730,59.2755,17.902,1,0,0,0,0,0
2020-04-07,Stockholm,12732,59.2755,17.902,2,0,0,0,0,0
2020-04-07,Stockholm,12734,59.2755,17.902,2,0,0,0,0,0
2020-04-07,Stockholm,12737,59.2755,17.902,3,0,2,0,0,0
2020-04-07,Stockholm,12740,59.2755,17.902,0,1,0,0,0,0
2020-04-07,Stockholm,12742,59.2755,17.902,2,0,0,0,1,0
2020-04-07,Stockholm,12746,59.2755,17.902,1,0,0,0,0,0
2020-04-07,Stockholm,12748,59.2755,17.902,2,0,0,0,0,0
2020-04-07,Stockholm,12761,59.2755,17.902,2,0,0,0,0,0
2020-04-07,Stockholm,12831,59.2667,18.1167,1,0,0,0,0,0
2020-04-07,Stockholm,12832,59.2667,18.1167,0,0,0,0,1,0
2020-04-07,Stockholm,12833,59.2667,18.1167,2,0,0,0,1,0
2020-04-07,Stockholm,12835,59.2667,18.1167,1,0,0,0,0,0
2020-04-07,Stockholm,12838,59.2667,18.1167,1,0,0,0,0,0
2020-04-07,Stockholm,12844,59.26,18.1167,3,0,0,0,0,0
2020-04-07,Stockholm,12846,59.26,18.1167,2,0,0,0,0,0
2020-04-07,Stockholm,12848,59.26,18.1167,2,0,0,0,1,0
2020-04-07,Stockholm,12866,59.25,18.1167,2,0,0,0,0,0
2020-04-07,Stockholm,12867,59.25,18.1167,0,0,0,0,2,0
2020-04-07,Stockholm,12869,59.25,18.1167,1,0,0,0,0,0
2020-04-07,Stockholm,12930,59.3059,17.9872,6,0,0,0,0,0
2020-04-07,Stockholm,12931,59.3059,17.9872,2,0,0,0,0,0
2020-04-07,Stockholm,12932,59.3059,17.9872,6,0,1,0,1,0
2020-04-07,Stockholm,12933,59.3059,17.9872,4,0,0,0,0,0
2020-04-07,Stockholm,12934,59.3059,17.9872,3,0,1,0,0,0
2020-04-07,Stockholm,12939,59.3059,17.9872,0,0,0,0,1,0
2020-04-07,Stockholm,12940,59.3059,17.9872,1,0,0,0,1,0
